,TARA_056_MES_0.22-3,TARA_056_SRF_0.22-3,TARA_057_SRF_0.22-3,TARA_058_DCM_0.22-3,TARA_062_SRF_0.22-3,TARA_064_DCM_0.22-3,TARA_064_MES_0.22-3,TARA_064_SRF_0.22-3,TARA_065_DCM_0.22-3,TARA_065_MES_0.22-3,TARA_065_SRF_0.22-3,TARA_066_DCM_0.22-3,TARA_066_SRF_0.22-3,TARA_067_SRF_0.22-3,TARA_068_DCM_0.22-3,TARA_068_MES_0.22-3,TARA_068_SRF_0.22-3,TARA_070_MES_0.22-3,TARA_070_SRF_0.22-3,TARA_072_DCM_0.22-3,TARA_072_MES_0.22-3,TARA_072_SRF_0.22-3,TARA_076_DCM_0.22-3,TARA_076_MES_0.22-3,TARA_076_SRF_0.22-3,TARA_078_DCM_0.22-3,TARA_078_MES_0.22-3,TARA_078_SRF_0.22-3,TARA_082_DCM_0.22-3,TARA_082_SRF_0.22-3,TARA_084_SRF_0.22-3,TARA_085_DCM_0.22-3,TARA_085_MES_0.22-3,TARA_085_SRF_0.22-3,TARA_093_DCM_0.22-3,TARA_093_SRF_0.22-3,TARA_094_SRF_0.22-3,TARA_096_SRF_0.22-3,TARA_098_DCM_0.22-3,TARA_098_MES_0.22-3,TARA_098_SRF_0.22-3,TARA_099_SRF_0.22-3,TARA_100_DCM_0.22-3,TARA_100_MES_0.22-3,TARA_100_SRF_0.22-3,TARA_102_DCM_0.22-3,TARA_102_MES_0.22-3,TARA_102_SRF_0.22-3,TARA_109_DCM_0.22-3,TARA_109_MES_0.22-3,TARA_109_SRF_0.22-3,TARA_110_DCM_0.22-3,TARA_110_MES_0.22-3,TARA_110_SRF_0.22-3,TARA_111_DCM_0.22-3,TARA_111_MES_0.22-3,TARA_111_SRF_0.22-3,TARA_112_DCM_0.22-3,TARA_112_MES_0.22-3,TARA_112_SRF_0.22-3,TARA_122_DCM_0.22-3,TARA_122_MES_0.22-3,TARA_122_SRF_0.22-3,TARA_123_MIX_0.22-3,TARA_123_SRF_0.22-3,TARA_124_MIX_0.22-3,TARA_124_SRF_0.22-3,TARA_125_MIX_0.22-3,TARA_125_SRF_0.22-3,TARA_128_DCM_0.22-3,TARA_128_SRF_0.22-3,TARA_132_DCM_0.22-3,TARA_132_MES_0.22-3,TARA_132_SRF_0.22-3,TARA_133_DCM_0.22-3,TARA_133_MES_0.22-3,TARA_133_SRF_0.22-3,TARA_137_DCM_0.22-3,TARA_137_MES_0.22-3,TARA_137_SRF_0.22-3,TARA_138_DCM_0.22-3,TARA_138_MES_0.22-3,TARA_138_SRF_0.22-3,TARA_140_SRF_0.22-3,TARA_141_SRF_0.22-3,TARA_142_DCM_0.22-3,TARA_142_MES_0.22-3,TARA_142_SRF_0.22-3,TARA_145_MES_0.22-3,TARA_145_SRF_0.22-3,TARA_146_MES_0.22-3,TARA_146_SRF_0.22-3,TARA_148_SRF_0.22-3,TARA_148b_MES_0.22-3,TARA_149_MES_0.22-3,TARA_149_SRF_0.22-3,TARA_150_DCM_0.22-3,TARA_150_SRF_0.22-3,TARA_151_DCM_0.22-3,TARA_151_SRF_0.22-3,TARA_152_MES_0.22-3,TARA_152_MIX_0.22-3,TARA_152_SRF_0.22-3
00643 Styrene degradation [PATH:ko00643],0.0014824,0.0012152,0.0010782,0.0010826,0.0010713,0.0014433,0.0018789,0.0010625,0.0012031,0.0017687,0.00099582,0.0010114,0.0009983,0.0014141,0.0011061,0.0018521,0.0011182,0.0023856,0.0012824,0.0010838,0.0016043,0.0013162,0.0016611,0.0021696,0.0015804,0.0013829,0.0017577,0.0012703,0.0013222,0.0014922,0.0015333,0.00094902,0.0020601,0.00084979,0.00135,0.0010223,0.0011991,0.0013474,0.0011044,0.0019732,0.0014615,0.0015048,0.0011202,0.0014632,0.0012159,0.0010602,0.0013251,0.0011159,0.0012047,0.0016499,0.0011852,0.0011179,0.0012662,0.0011414,0.00097779,0.0016919,0.0011752,0.0011535,0.0021751,0.0014457,0.0012987,0.0016586,0.0011402,0.0017183,0.0011369,0.0015597,0.0011336,0.0019148,0.0010083,0.0012086,0.0011615,0.0010641,0.0019786,0.0015796,0.001156,0.0017348,0.0012687,0.0012919,0.0015305,0.001099,0.00095089,0.0017181,0.0012704,0.0011207,0.0013762,0.0012046,0.0018869,0.0011139,0.0019355,0.0012525,0.0019939,0.0011028,0.0011362,0.0017637,0.0017572,0.0010479,0.001012,0.00096709,0.0012421,0.0010391,0.0018755,0.0010985,0.0011051
00650 Butanoate metabolism [PATH:ko00650],0.018025,0.012838,0.013507,0.013472,0.013682,0.016472,0.020017,0.013615,0.016984,0.020001,0.016109,0.016747,0.016507,0.016293,0.013885,0.019568,0.01388,0.020001,0.015664,0.016312,0.015299,0.012835,0.016817,0.020735,0.014255,0.016523,0.019114,0.013674,0.016157,0.016233,0.01702,0.015294,0.019379,0.016009,0.016487,0.014838,0.015397,0.015557,0.014419,0.020072,0.015183,0.014218,0.015451,0.019703,0.014646,0.015181,0.019429,0.01539,0.014814,0.01951,0.014803,0.015581,0.018233,0.015251,0.014886,0.019756,0.015066,0.014021,0.02025,0.013645,0.016495,0.019006,0.014743,0.018572,0.016395,0.018225,0.015092,0.018934,0.015872,0.015359,0.014654,0.015628,0.019569,0.013604,0.015119,0.019841,0.014909,0.020333,0.020451,0.014677,0.016196,0.020451,0.013324,0.014706,0.015329,0.015682,0.019709,0.015621,0.019982,0.017707,0.020299,0.017161,0.016457,0.020012,0.01998,0.016729,0.015162,0.015029,0.017499,0.015862,0.019982,0.016303,0.016111
00660 C5-Branched dibasic acid metabolism [PATH:ko00660],0.0081784,0.0075872,0.0075601,0.0075384,0.0076426,0.0087423,0.0087641,0.0077163,0.0085653,0.0086626,0.0081151,0.0082992,0.0082094,0.007641,0.0078629,0.0088129,0.0080068,0.0080297,0.0082352,0.0081733,0.0077034,0.007289,0.007796,0.0087173,0.0079347,0.0085091,0.0089327,0.0078868,0.0075462,0.007454,0.0076235,0.0069263,0.0083083,0.0075367,0.0083394,0.0082203,0.0086798,0.0086764,0.0081918,0.0089007,0.0085653,0.0082364,0.008175,0.0075883,0.0077346,0.0079079,0.0083284,0.0082064,0.0079047,0.0080839,0.0080116,0.0078858,0.0080358,0.0081648,0.0081735,0.0082233,0.0080895,0.0079076,0.0088776,0.0081413,0.0081416,0.0082939,0.007791,0.0091569,0.0077601,0.0088239,0.0077856,0.0091367,0.0081656,0.0076769,0.0074998,0.0074246,0.0085046,0.0080493,0.0079392,0.008505,0.0084937,0.0074653,0.0073933,0.0080602,0.0082863,0.0074682,0.0077357,0.0077362,0.0078231,0.0079899,0.0083108,0.0080811,0.0087832,0.0087398,0.0087835,0.0086792,0.0085258,0.0088239,0.0088084,0.0083733,0.0081308,0.0082772,0.0087413,0.0084858,0.0086936,0.0085831,0.0086611
00670 One carbon pool by folate [PATH:ko00670],0.012241,0.014057,0.013748,0.014353,0.01432,0.013424,0.012437,0.014021,0.01384,0.01241,0.014252,0.01474,0.014769,0.014943,0.014128,0.013007,0.014022,0.011987,0.013665,0.015381,0.013689,0.014475,0.013343,0.011771,0.013698,0.013726,0.012771,0.013973,0.014402,0.014174,0.01385,0.014612,0.013121,0.014634,0.014086,0.014649,0.01409,0.013795,0.014176,0.01249,0.013666,0.013408,0.014654,0.014125,0.014181,0.015217,0.013167,0.014515,0.014491,0.013483,0.014229,0.015551,0.014041,0.014514,0.01478,0.013467,0.014097,0.013979,0.011938,0.01358,0.014594,0.012622,0.01408,0.01377,0.013485,0.013281,0.013607,0.013767,0.01382,0.013768,0.01388,0.017064,0.012864,0.013371,0.016183,0.012672,0.014797,0.013762,0.013155,0.014496,0.016076,0.012737,0.013824,0.013837,0.013282,0.013815,0.012275,0.01379,0.012766,0.014282,0.012646,0.013848,0.013864,0.01367,0.012599,0.014245,0.014528,0.014612,0.014143,0.014647,0.012553,0.014691,0.014735
00680 Methane metabolism [PATH:ko00680],0.019574,0.01617,0.016051,0.016177,0.015981,0.017479,0.021328,0.016231,0.016852,0.021275,0.016154,0.016264,0.01613,0.016407,0.015815,0.021281,0.01571,0.020417,0.016436,0.016159,0.01805,0.015909,0.016846,0.021088,0.016122,0.017024,0.02079,0.016155,0.01633,0.01626,0.016182,0.017294,0.02053,0.016922,0.016003,0.015375,0.016255,0.01592,0.016098,0.021381,0.016303,0.015862,0.016153,0.021026,0.016282,0.01647,0.022106,0.016497,0.016709,0.021594,0.016913,0.016453,0.020032,0.016532,0.016013,0.021641,0.016423,0.016074,0.020918,0.016155,0.01643,0.020208,0.016054,0.019219,0.016701,0.018351,0.016427,0.019015,0.016684,0.016448,0.016201,0.015864,0.020802,0.016164,0.015735,0.021874,0.015936,0.02248,0.022451,0.016729,0.01673,0.02256,0.016308,0.016233,0.0163,0.016467,0.021013,0.016472,0.021134,0.017145,0.021238,0.017059,0.01676,0.01973,0.021133,0.016733,0.016093,0.016071,0.01713,0.015913,0.020776,0.01658,0.016553
00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],0.014226,0.014044,0.013991,0.013727,0.01402,0.014666,0.013536,0.014283,0.014025,0.013621,0.013868,0.013462,0.013468,0.012686,0.013969,0.013054,0.01406,0.012948,0.014273,0.013256,0.014092,0.013706,0.013331,0.01294,0.014084,0.013531,0.013642,0.014016,0.012811,0.012812,0.012461,0.012992,0.011996,0.012854,0.013131,0.013514,0.013748,0.014081,0.013753,0.013381,0.01418,0.013942,0.013632,0.012429,0.013749,0.013092,0.013763,0.013547,0.013347,0.013021,0.013582,0.013719,0.013574,0.013636,0.013739,0.013404,0.01382,0.013818,0.013389,0.014118,0.013628,0.013534,0.014308,0.012987,0.014096,0.013253,0.01406,0.012908,0.014335,0.013949,0.014141,0.013241,0.012937,0.014253,0.01283,0.013549,0.013282,0.012405,0.012933,0.013833,0.013465,0.012393,0.014103,0.013269,0.013598,0.014249,0.013529,0.014248,0.013169,0.013685,0.012953,0.013939,0.014086,0.013193,0.013439,0.014127,0.013887,0.014051,0.013498,0.013934,0.013337,0.01363,0.013712
00720 Carbon fixation pathways in prokaryotes [PATH:ko00720],0.025883,0.022927,0.023489,0.023252,0.023555,0.025902,0.027586,0.023613,0.026175,0.027598,0.025396,0.025594,0.02525,0.023386,0.022905,0.027001,0.022424,0.025139,0.024655,0.025297,0.023622,0.021797,0.023976,0.026665,0.022986,0.024969,0.026727,0.022731,0.024685,0.024013,0.023529,0.023948,0.025563,0.024407,0.024506,0.023597,0.025024,0.02503,0.024401,0.027564,0.024961,0.02397,0.024715,0.027719,0.024233,0.023948,0.027707,0.024544,0.023965,0.026845,0.023922,0.025079,0.02677,0.024481,0.024818,0.027562,0.024799,0.023995,0.027112,0.02385,0.025149,0.026748,0.025329,0.026213,0.025462,0.026215,0.024481,0.025944,0.026178,0.024872,0.024558,0.02451,0.026727,0.023412,0.023145,0.027451,0.023408,0.029466,0.029505,0.024624,0.025384,0.029318,0.023405,0.02324,0.023485,0.025282,0.027056,0.025249,0.027371,0.026233,0.027493,0.02627,0.025854,0.027821,0.027742,0.026186,0.024591,0.024582,0.026218,0.025364,0.027598,0.025155,0.024914
00730 Thiamine metabolism [PATH:ko00730],0.0077172,0.0075711,0.0075008,0.0070562,0.0069355,0.0062229,0.0067627,0.0074194,0.0058255,0.0067406,0.0058924,0.0056897,0.0056841,0.0056703,0.0071694,0.0063881,0.0068939,0.0077869,0.006675,0.0058762,0.0075147,0.0071333,0.006639,0.0069833,0.0073477,0.0065225,0.006894,0.0071936,0.006074,0.0060609,0.006076,0.0066107,0.0065062,0.0062895,0.006174,0.0061394,0.0064941,0.0070091,0.006901,0.0067098,0.0070836,0.0072877,0.0064935,0.0059295,0.0065385,0.0060235,0.0070659,0.006112,0.0064628,0.0063946,0.0066072,0.0059586,0.0062765,0.0062347,0.0065057,0.0063017,0.0063025,0.0071608,0.0071833,0.0074046,0.0065582,0.0069556,0.0068304,0.0065218,0.0059967,0.0063594,0.0068195,0.0062179,0.006256,0.0067864,0.0069796,0.0057738,0.0063956,0.0077685,0.0058591,0.0067448,0.0062174,0.0058107,0.006221,0.0065205,0.0055061,0.0063393,0.0073577,0.0068016,0.0067722,0.0065208,0.0070109,0.0065279,0.0067434,0.0059567,0.0064492,0.0058888,0.0060674,0.0062596,0.0066372,0.0056563,0.0063112,0.0061992,0.0056963,0.0057599,0.0065897,0.0058332,0.0058245
00740 Riboflavin metabolism [PATH:ko00740],0.0045177,0.00419,0.0041494,0.0040649,0.0041878,0.0039431,0.0041738,0.0043836,0.0040099,0.0041641,0.0042475,0.004336,0.0043867,0.0038351,0.0045452,0.0040506,0.0043736,0.0043422,0.0044993,0.0036611,0.0041916,0.0041469,0.004156,0.0042516,0.0040546,0.0044164,0.0041939,0.0040916,0.0038103,0.0037511,0.0036244,0.00339,0.0039312,0.0034403,0.0040776,0.0041379,0.0039949,0.0040403,0.0038882,0.0041129,0.0040313,0.004211,0.0038947,0.003417,0.0044002,0.0040997,0.0044423,0.0041686,0.0042551,0.0037956,0.0043337,0.004364,0.0041781,0.0042794,0.0038943,0.0040312,0.0042801,0.0039736,0.0042098,0.0041176,0.0039565,0.0043339,0.0044527,0.0043866,0.0044699,0.0046542,0.0042626,0.0042884,0.004209,0.0044669,0.0046319,0.0041051,0.0039306,0.0042269,0.0041058,0.0043304,0.0040795,0.0031628,0.0032732,0.0042102,0.0036124,0.0031882,0.0041666,0.0041944,0.0041405,0.0045138,0.0042747,0.0043304,0.0042244,0.0045738,0.0039462,0.0043915,0.0042697,0.0045647,0.0040827,0.0044346,0.0041568,0.0041824,0.0042932,0.0042452,0.0040463,0.0043906,0.0042515
00750 Vitamin B6 metabolism [PATH:ko00750],0.0043068,0.0039684,0.0042481,0.0040793,0.0041047,0.0039396,0.0045328,0.0041136,0.0044905,0.0045213,0.0044875,0.004569,0.0046103,0.0043624,0.0041951,0.0045546,0.0040876,0.0045517,0.0040739,0.0043357,0.004012,0.0037551,0.0040414,0.0044079,0.0040453,0.0044092,0.0044474,0.0040864,0.0047377,0.0047857,0.0048746,0.0045489,0.0043849,0.0045874,0.0045586,0.004638,0.0043323,0.0048143,0.0043059,0.0045609,0.0046504,0.0044577,0.0043606,0.004604,0.0044928,0.004246,0.0046721,0.0044456,0.0044526,0.0046157,0.0045401,0.0043241,0.004608,0.004461,0.004349,0.0046275,0.0044115,0.0042484,0.0044763,0.004157,0.0044,0.0044507,0.0043224,0.0048118,0.0043509,0.0047606,0.0043918,0.0046527,0.0045343,0.0044698,0.004452,0.0041288,0.0044933,0.0041473,0.0040732,0.0044856,0.0043494,0.0045514,0.0043317,0.0043478,0.0041864,0.0042526,0.0039879,0.0044312,0.0045749,0.0044976,0.004521,0.0044657,0.0044702,0.0045606,0.0045003,0.0046096,0.0044856,0.0047292,0.0044907,0.0045103,0.0042005,0.0042303,0.0044388,0.0042152,0.0045304,0.0043624,0.0043007
00760 Nicotinate and nicotinamide metabolism [PATH:ko00760],0.010408,0.01181,0.01141,0.011497,0.011563,0.011114,0.009703,0.011768,0.010982,0.0097633,0.011168,0.010891,0.010928,0.010173,0.01081,0.0098233,0.010739,0.010606,0.010981,0.010966,0.010874,0.011413,0.011061,0.0097685,0.011353,0.01103,0.0098908,0.01132,0.010356,0.010107,0.0096423,0.0098868,0.0098309,0.010081,0.010549,0.01061,0.01082,0.011567,0.01146,0.00972,0.011735,0.011714,0.011017,0.010466,0.010953,0.010598,0.0099909,0.010732,0.01113,0.010071,0.011109,0.010947,0.010381,0.010943,0.011212,0.010013,0.011248,0.011609,0.0095735,0.011911,0.011538,0.010233,0.011486,0.010837,0.010718,0.011061,0.011222,0.01081,0.011443,0.011415,0.01141,0.010653,0.0098152,0.011693,0.010558,0.0098011,0.010698,0.010489,0.010343,0.011266,0.010575,0.010121,0.011756,0.011147,0.011123,0.011553,0.0098709,0.011518,0.0098194,0.010874,0.0096598,0.010994,0.011121,0.010468,0.0096576,0.010986,0.011146,0.011058,0.010844,0.011044,0.0097438,0.010754,0.010688
00770 Pantothenate and CoA biosynthesis [PATH:ko00770],0.013722,0.013092,0.013105,0.013087,0.013051,0.013039,0.01443,0.013351,0.013572,0.014173,0.013597,0.013899,0.013936,0.012865,0.013304,0.01397,0.01343,0.014211,0.013046,0.012945,0.013095,0.012466,0.012931,0.014852,0.013184,0.014118,0.014614,0.013571,0.012617,0.012608,0.012273,0.01046,0.01385,0.010815,0.013481,0.013489,0.013943,0.014044,0.013117,0.014573,0.013857,0.013645,0.012872,0.012074,0.013105,0.012879,0.013503,0.013191,0.013311,0.012389,0.013625,0.012527,0.012868,0.013282,0.012836,0.013057,0.013301,0.012983,0.014686,0.013417,0.013599,0.013751,0.01273,0.01446,0.012558,0.014256,0.013086,0.014267,0.013196,0.012811,0.012799,0.012261,0.013726,0.013617,0.012861,0.013929,0.01364,0.011984,0.012641,0.013233,0.012497,0.012774,0.012984,0.013453,0.014342,0.013479,0.013739,0.013424,0.014255,0.013967,0.014031,0.014004,0.013698,0.014044,0.014119,0.013569,0.013255,0.013635,0.014022,0.013629,0.013948,0.013999,0.013939
00780 Biotin metabolism [PATH:ko00780],0.007784,0.0077599,0.0076971,0.0074486,0.0072583,0.0077131,0.0076763,0.0077068,0.0070474,0.0075864,0.0068109,0.0066918,0.006631,0.0067167,0.0076331,0.0076506,0.0075595,0.0082802,0.0073784,0.006935,0.0077363,0.0073923,0.0078976,0.0081602,0.0074173,0.0077655,0.0076778,0.0074256,0.0066041,0.0066191,0.0059611,0.0075959,0.0081273,0.0066319,0.0070536,0.0066127,0.0070974,0.007413,0.0075744,0.0078219,0.0074752,0.0079313,0.0070961,0.0080854,0.0073605,0.0065779,0.0076256,0.0069565,0.0072943,0.0077594,0.007421,0.006688,0.0074469,0.007015,0.0071224,0.0076273,0.0072473,0.0077828,0.0081415,0.0077823,0.0076919,0.0076697,0.0073819,0.0086488,0.0070409,0.007997,0.007684,0.0083114,0.0071249,0.0073638,0.0074383,0.0069409,0.0077945,0.0078969,0.0066304,0.0075911,0.0070618,0.0084445,0.0086574,0.0073302,0.006477,0.0089937,0.0078911,0.0074161,0.0077271,0.0074032,0.0076408,0.0073719,0.007757,0.0069804,0.0076719,0.0072836,0.0072576,0.0077459,0.0075214,0.0069391,0.0072182,0.0071253,0.0071209,0.0067614,0.0076062,0.0070009,0.0069587
00785 Lipoic acid metabolism [PATH:ko00785],0.0016414,0.0023028,0.0021796,0.0021028,0.0021543,0.0018715,0.001342,0.0023517,0.0017862,0.0013456,0.0018867,0.0018,0.0018179,0.0015986,0.0021783,0.0013405,0.0021707,0.0013577,0.0020677,0.0017892,0.0018556,0.0021185,0.0019093,0.0012981,0.0020936,0.0019091,0.0013458,0.0021597,0.0017075,0.0016653,0.0015449,0.0016276,0.0014876,0.0016695,0.0017352,0.0018282,0.0018127,0.0016962,0.0021412,0.0013406,0.0018537,0.0019792,0.0019865,0.001567,0.0020422,0.0018544,0.0014015,0.0018811,0.0019492,0.0014433,0.0020187,0.0018789,0.0016299,0.001952,0.0020269,0.0014362,0.0020069,0.0022606,0.0012931,0.002166,0.0020349,0.0015571,0.002073,0.0016045,0.0018566,0.0016901,0.0020577,0.0015483,0.001938,0.0020466,0.0021632,0.0018456,0.0013938,0.0022272,0.0017608,0.0013658,0.0019081,0.0016346,0.0015807,0.0019802,0.0017385,0.0015258,0.0021881,0.0019767,0.0020675,0.0021011,0.0013633,0.0020781,0.001354,0.0016864,0.0013669,0.0017083,0.0018424,0.0015622,0.0013466,0.0017671,0.0018882,0.001963,0.0016827,0.0018317,0.0013961,0.0018592,0.0018766
00790 Folate biosynthesis [PATH:ko00790],0.012308,0.012405,0.012625,0.01252,0.012361,0.011802,0.011853,0.013203,0.012527,0.01203,0.012843,0.013313,0.013493,0.013964,0.013561,0.012296,0.013123,0.0146,0.012957,0.012226,0.012853,0.012667,0.013229,0.01185,0.012091,0.013034,0.011802,0.012325,0.012883,0.012713,0.012044,0.01318,0.01301,0.013479,0.013433,0.013645,0.011338,0.011103,0.012439,0.011896,0.011472,0.011569,0.01259,0.013545,0.01183,0.012482,0.012212,0.012405,0.012449,0.012561,0.012692,0.012832,0.012621,0.012493,0.012418,0.01252,0.011956,0.012463,0.011959,0.011591,0.013243,0.012136,0.01196,0.012798,0.012477,0.012365,0.012435,0.012959,0.01187,0.012527,0.012562,0.013027,0.012551,0.01226,0.013098,0.012009,0.012505,0.013455,0.013078,0.012446,0.011772,0.012997,0.011643,0.012837,0.013208,0.013385,0.012532,0.013077,0.012203,0.013229,0.011993,0.012835,0.012699,0.01313,0.0119,0.013037,0.01267,0.012502,0.012497,0.01221,0.012215,0.012797,0.012599
00791 Atrazine degradation [PATH:ko00791],0.0011134,0.0013424,0.0011448,0.0011585,0.0011346,0.0012331,0.0010631,0.0012745,0.00089872,0.0010386,0.00080954,0.00061583,0.00058915,0.00053849,0.00111,0.0010884,0.0011266,0.0017362,0.00089998,0.00066385,0.0012599,0.0012303,0.001095,0.0013175,0.0013509,0.0011319,0.0011493,0.0013958,0.00039564,0.00039496,0.00028888,0.00034662,0.00093031,0.00032713,0.00039405,0.00040247,0.00061196,0.00090061,0.0010499,0.0010161,0.00099966,0.0011312,0.00072327,0.00088195,0.0003033,0.00031701,0.0012312,0.00025806,0.00048848,0.0011212,0.00069675,0.00037914,0.00083248,0.00038305,0.00063503,0.00094414,0.00034731,0.001013,0.0011225,0.0011844,0.00054606,0.0009523,0.00033533,0.00079724,0.00039133,0.00056314,0.0004406,0.0006666,0.00026441,0.00046647,0.00040784,0.00067518,0.00096718,0.0013945,0.00050811,0.0011333,0.00077878,0.00071464,0.0007935,0.00063595,0.00052883,0.00077847,0.0011033,0.00079535,0.0010323,0.00093914,0.0011123,0.00095382,0.0011091,0.00067778,0.00099876,0.0008638,0.00086822,0.0007789,0.0010478,0.00075241,0.00087932,0.00088532,0.00073204,0.0007107,0.00097595,0.00073695,0.00077413
00860 Porphyrin and chlorophyll metabolism [PATH:ko00860],0.020522,0.025084,0.022651,0.022189,0.021909,0.018702,0.01734,0.022719,0.014757,0.017107,0.01466,0.014292,0.014269,0.015653,0.022628,0.015891,0.022775,0.017099,0.020369,0.016214,0.022469,0.024474,0.018241,0.017867,0.023163,0.018417,0.017906,0.023779,0.015455,0.016066,0.017114,0.014854,0.015479,0.014428,0.016051,0.01687,0.019627,0.018146,0.020706,0.016838,0.019612,0.022488,0.01878,0.014293,0.020538,0.01862,0.017462,0.018604,0.020341,0.014918,0.020794,0.018272,0.017225,0.019576,0.019014,0.01571,0.019609,0.021872,0.017583,0.023779,0.01657,0.018099,0.020741,0.015211,0.017316,0.016667,0.020789,0.014397,0.017381,0.020328,0.021594,0.018746,0.015498,0.024278,0.017958,0.017206,0.018847,0.014879,0.014486,0.020496,0.017212,0.014461,0.025097,0.01966,0.018649,0.017448,0.017273,0.017426,0.01646,0.014369,0.016125,0.014988,0.01549,0.014661,0.016919,0.013924,0.017642,0.018125,0.015345,0.016833,0.016422,0.016778,0.017392
00910 Nitrogen metabolism [PATH:ko00910],0.0080763,0.0068171,0.0070028,0.0068443,0.0067578,0.0079341,0.0087367,0.0070472,0.0077777,0.0086397,0.007284,0.0079412,0.0077259,0.0077935,0.0075658,0.0089679,0.0075345,0.01017,0.0073415,0.007421,0.0077261,0.0067289,0.007157,0.0090468,0.0070888,0.0074711,0.0086639,0.0069521,0.0088131,0.0086796,0.0094329,0.0095365,0.0089477,0.0097757,0.0084507,0.0083453,0.0078898,0.0078921,0.0073796,0.0087849,0.0078698,0.0072625,0.0081073,0.014574,0.0072998,0.0074821,0.011162,0.0075221,0.0072766,0.012309,0.007199,0.0074549,0.011014,0.0075675,0.00762,0.011311,0.0075044,0.0071562,0.0087099,0.0072814,0.0075885,0.0086049,0.0073106,0.0082894,0.0070044,0.0077173,0.007437,0.0083702,0.0075549,0.0074312,0.0070763,0.0071492,0.0089871,0.0074351,0.0074199,0.0096543,0.0076146,0.016253,0.01475,0.0072852,0.0078892,0.014552,0.007012,0.0071568,0.0073944,0.0070259,0.0091578,0.0072539,0.0087008,0.0080168,0.0088177,0.0077692,0.0075936,0.0083409,0.008914,0.0077042,0.0074613,0.0075031,0.0079574,0.0074037,0.0087956,0.0079565,0.0080676
00920 Sulfur metabolism [PATH:ko00920],0.008943,0.0090041,0.0087699,0.0087022,0.0084465,0.0093946,0.0086224,0.0089644,0.008536,0.0086446,0.0081945,0.0083338,0.0082486,0.008503,0.0093565,0.0089409,0.0093281,0.0092379,0.0092176,0.007981,0.0088996,0.0088122,0.0090932,0.0088098,0.0090514,0.0091685,0.0089869,0.00925,0.0078726,0.0076243,0.0070848,0.0076868,0.0085629,0.0072978,0.0084212,0.0081838,0.0084774,0.0080802,0.0084446,0.0085701,0.0082849,0.0086367,0.0084534,0.0095646,0.0081052,0.0077686,0.0095905,0.0078578,0.00809,0.0098684,0.0079774,0.0079338,0.0090752,0.0080656,0.0083544,0.0093998,0.0083814,0.0082901,0.0084822,0.0086369,0.0090006,0.0087741,0.0085197,0.0089102,0.0083015,0.0093093,0.0086401,0.0090027,0.0083738,0.0083822,0.0081953,0.0075796,0.0088382,0.0088788,0.0080549,0.0088548,0.0085339,0.009884,0.0087862,0.0082377,0.0076577,0.0083677,0.0088838,0.0079832,0.0084593,0.0083322,0.0090754,0.0083713,0.0088083,0.0090098,0.0086343,0.0086338,0.0085212,0.0081091,0.0086831,0.0083543,0.0085413,0.0085361,0.0085524,0.0082222,0.008504,0.0083648,0.0083584
00930 Caprolactam degradation [PATH:ko00930],0.001858,0.0013807,0.0014718,0.0014984,0.001444,0.0021431,0.0022283,0.001442,0.0020916,0.0022376,0.0017929,0.0018515,0.0018106,0.0022749,0.0015987,0.0023407,0.0015298,0.0027379,0.0020702,0.0019342,0.0017542,0.0014356,0.0026216,0.0027222,0.0016831,0.0021331,0.0021185,0.0015264,0.0019755,0.0021749,0.0022221,0.0017737,0.0027283,0.0018106,0.0020385,0.0016667,0.0017304,0.001792,0.0016065,0.002372,0.0016849,0.0017073,0.001652,0.0016998,0.0017326,0.0018138,0.0017381,0.0018503,0.0017882,0.0020392,0.0017944,0.001835,0.0016957,0.0017536,0.0015835,0.0020513,0.0016536,0.0016555,0.0023849,0.0015149,0.001956,0.0022301,0.0015743,0.0022104,0.0019667,0.0024309,0.001774,0.0023604,0.0015949,0.0018487,0.0017159,0.0018861,0.0024499,0.0015825,0.001907,0.0021663,0.0019997,0.0014565,0.0016868,0.0015564,0.0017862,0.0019912,0.0014355,0.0018452,0.0018957,0.0018475,0.0023112,0.0018026,0.0024148,0.0020825,0.0025138,0.0019629,0.001905,0.0024265,0.0022284,0.0019182,0.0017529,0.0016439,0.0020867,0.0016742,0.0023116,0.0019148,0.0018772
